来源,性别,房间号,星座,职业,入住时间,状态,价格
http://gz.ziroom.com/z/vr/61890741.html,man,01卧,双子座,...,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61890741.html,man,02卧,...,...,2019/01-2020/01,已入住,-1
http://gz.ziroom.com/z/vr/61890741.html,woman,03卧,天蝎座,销售/经纪人,2019/01-2020/01,已入住,-1
http://gz.ziroom.com/z/vr/61921965.html,man,02卧,天秤座,运维/安全,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61921965.html,woman,03卧,狮子座,市场商务,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/60979303.html,woman,03卧,金牛座,纺织服装,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61322359.html,man,02卧,巨蟹座,高管,2018/07-2019/07,已入住,-1
http://gz.ziroom.com/z/vr/61322359.html,man,03卧,巨蟹座,高管,2018/07-2019/07,已入住,-1
http://gz.ziroom.com/z/vr/61873642.html,man,01卧,白羊座,...,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61873559.html,man,01卧,处女座,人力HR,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61873559.html,man,03卧,处女座,人力HR,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61958923.html,man,01卧,处女座,课外辅导,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61634125.html,woman,02卧,处女座,贸易进出口,2018/11-2019/11,已入住,-1
http://gz.ziroom.com/z/vr/61634125.html,woman,03卧,摩羯座,教务/管理,2018/10-2019/10,已入住,-1
http://gz.ziroom.com/z/vr/61237927.html,man,01卧,摩羯座,交易证券,2018/12-2019/12,已入住,-1
http://gz.ziroom.com/z/vr/61237927.html,woman,03卧,摩羯座,...,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61961812.html,man,01卧,水瓶座,销售/经纪人,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61961812.html,woman,03卧,天蝎座,...,2019/01-2020/01,已入住,-1
http://gz.ziroom.com/z/vr/61338495.html,woman,03卧,天秤座,设计规划,2018/06-2019/06,已入住,-1
http://gz.ziroom.com/z/vr/62025620.html,woman,01卧,天蝎座,未知,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61634122.html,woman,02卧,处女座,贸易进出口,2018/11-2019/11,已入住,-1
http://gz.ziroom.com/z/vr/61634122.html,woman,03卧,摩羯座,教务/管理,2018/10-2019/10,已入住,-1
http://gz.ziroom.com/z/vr/61737247.html,woman,02卧,射手座,...,2018/11-2019/11,已入住,-1
http://gz.ziroom.com/z/vr/61737247.html,woman,03卧,狮子座,未知,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61921968.html,man,02卧,天秤座,运维/安全,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61921968.html,woman,03卧,狮子座,市场商务,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61969582.html,woman,01卧,狮子座,品牌/公关,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61969582.html,man,02卧,双子座,未知,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61182734.html,woman,01卧,水瓶座,销售/经纪人,2018/12-2019/12,已入住,-1
http://gz.ziroom.com/z/vr/61335509.html,man,01卧,处女座,设计规划,2019/01-2020/01,已入住,-1
http://gz.ziroom.com/z/vr/61335509.html,man,02卧,狮子座,传媒,2018/10-2019/10,已入住,-1
http://gz.ziroom.com/z/vr/61202752.html,man,02卧,处女座,艺术体育,2018/05-2019/05,已入住,-1
http://gz.ziroom.com/z/vr/61662365.html,man,02卧,射手座,医生,2018/11-2019/11,已入住,-1
http://gz.ziroom.com/z/vr/61662365.html,woman,03卧,天蝎座,厨师/餐饮,2018/12-2019/12,已入住,-1
http://gz.ziroom.com/z/vr/61654830.html,man,01卧,双子座,医生,2018/08-2019/08,已入住,-1
http://gz.ziroom.com/z/vr/61654830.html,woman,02卧,巨蟹座,酒店旅游,2018/12-2019/12,已入住,-1
http://gz.ziroom.com/z/vr/61446516.html,man,01卧,处女座,设计/动画,2018/12-2019/12,已入住,-1
http://gz.ziroom.com/z/vr/61446516.html,woman,02卧,射手座,纺织服装,2018/12-2019/12,已入住,-1
http://gz.ziroom.com/z/vr/62018685.html,man,02卧,处女座,纺织服装,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/62018685.html,man,03卧,天蝎座,编辑记者,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61990727.html,woman,01卧,白羊座,科研/学者,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61990727.html,man,02卧,巨蟹座,纺织服装,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61571740.html,man,01卧,双子座,酒店旅游,2019/01-2020/01,已入住,-1
http://gz.ziroom.com/z/vr/61202750.html,man,02卧,处女座,艺术体育,2018/05-2019/05,已入住,-1
http://gz.ziroom.com/z/vr/61622085.html,man,01卧,狮子座,设计规划,2019/01-2020/01,已入住,-1
http://gz.ziroom.com/z/vr/61622085.html,woman,02卧,射手座,行政人事,2018/12-2019/12,已入住,-1
http://gz.ziroom.com/z/vr/61571739.html,man,01卧,双子座,酒店旅游,2019/01-2020/01,已入住,-1
http://gz.ziroom.com/z/vr/61553976.html,man,01卧,天蝎座,...,2018/08-2019/08,已入住,-1
http://gz.ziroom.com/z/vr/61553976.html,man,03卧,天秤座,设计,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61049139.html,woman,03卧,处女座,艺术体育,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61442473.html,woman,01卧,双鱼座,策划,2018/07-2019/07,已入住,-1
http://gz.ziroom.com/z/vr/61442473.html,man,02卧,巨蟹座,经营管理,2018/07-2019/07,已入住,-1
http://gz.ziroom.com/z/vr/61442473.html,man,03卧,双鱼座,未知,2018/07-2019/07,已入住,-1
http://gz.ziroom.com/z/vr/61812773.html,woman,02卧,双子座,销售,2019/02-2020/01,已入住,-1
http://gz.ziroom.com/z/vr/61823733.html,man,01卧,处女座,项目管理,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61823733.html,woman,03卧,白羊座,未知,2018/11-2019/11,已入住,-1
http://gz.ziroom.com/z/vr/61680671.html,woman,01卧,双鱼座,策划,2018/11-2019/11,已入住,-1
http://gz.ziroom.com/z/vr/61680671.html,woman,02卧,天蝎座,产品,2018/11-2019/11,已入住,-1
http://gz.ziroom.com/z/vr/61104178.html,man,01卧,狮子座,...,2018/07-2019/07,已入住,-1
http://gz.ziroom.com/z/vr/61104178.html,woman,02卧,...,银行,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61446517.html,man,01卧,处女座,设计/动画,2018/12-2019/12,已入住,-1
http://gz.ziroom.com/z/vr/61446517.html,woman,02卧,射手座,纺织服装,2018/12-2019/12,已入住,-1
http://gz.ziroom.com/z/vr/60994943.html,woman,01卧,狮子座,...,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/60994943.html,woman,02卧,狮子座,...,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/60994943.html,man,03卧,白羊座,设计,2018/09-2019/09,已入住,-1
http://gz.ziroom.com/z/vr/60966862.html,man,01卧,巨蟹座,市场商务,2019/01-2020/01,已入住,-1
http://gz.ziroom.com/z/vr/60966862.html,man,02卧,狮子座,设计/动画,2018/07-2019/07,已入住,-1
http://gz.ziroom.com/z/vr/60966862.html,man,03卧,双子座,个体/网店,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61168364.html,woman,02卧,狮子座,未知,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61168364.html,woman,03卧,处女座,产品,2018/05-2019/05,已入住,-1
http://gz.ziroom.com/z/vr/61028986.html,man,01卧,天蝎座,政府机构,2018/09-2019/09,已入住,-1
http://gz.ziroom.com/z/vr/61028986.html,woman,02卧,处女座,医生,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61461469.html,woman,02卧,天蝎座,未知,2018/11-2019/11,已入住,-1
http://gz.ziroom.com/z/vr/61461469.html,man,03卧,巨蟹座,辅诊/药剂,2018/12-2019/12,已入住,-1
http://gz.ziroom.com/z/vr/61009769.html,woman,01卧,处女座,纺织服装,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61009769.html,woman,02卧,天蝎座,未知,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61399373.html,man,02卧,处女座,市场商务,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61399373.html,woman,03卧,金牛座,行政后勤,2018/07-2019/07,已入住,-1
http://gz.ziroom.com/z/vr/61596463.html,man,02卧,天秤座,运营/编辑,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/60980112.html,woman,02卧,天秤座,销售/经纪人,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/60980112.html,man,03卧,水瓶座,厨师/餐饮,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61977921.html,woman,02卧,水瓶座,未知,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61990728.html,woman,01卧,白羊座,科研/学者,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61990728.html,man,02卧,巨蟹座,纺织服装,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61977923.html,woman,02卧,水瓶座,未知,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61897267.html,woman,01卧,双鱼座,设计规划,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61897267.html,woman,02卧,摩羯座,运营/编辑,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61897267.html,woman,03卧,天蝎座,...,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61873643.html,man,01卧,白羊座,...,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61986032.html,man,01卧,处女座,人力HR,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61986032.html,man,02卧,处女座,人力HR,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61444138.html,woman,02卧,双鱼座,市场商务,2018/08-2019/08,已入住,-1
http://gz.ziroom.com/z/vr/61444138.html,woman,03卧,天蝎座,运营/编辑,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61641482.html,woman,01卧,处女座,经营管理,2018/12-2019/12,已入住,-1
http://gz.ziroom.com/z/vr/61641482.html,man,03卧,射手座,工程/维护,2018/12-2019/12,已入住,-1
http://gz.ziroom.com/z/vr/61985205.html,woman,01卧,处女座,...,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61644456.html,man,02卧,狮子座,开发,2018/12-2019/12,已入住,-1
http://gz.ziroom.com/z/vr/61680642.html,woman,01卧,狮子座,...,2018/12-2019/12,已入住,-1
http://gz.ziroom.com/z/vr/61660701.html,woman,02卧,射手座,...,2019/01-2020/01,已入住,-1
http://gz.ziroom.com/z/vr/61495751.html,man,01卧,双鱼座,项目管理,2018/08-2019/08,已入住,-1
http://gz.ziroom.com/z/vr/61495751.html,woman,02卧,天蝎座,...,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61644454.html,man,02卧,狮子座,开发,2018/12-2019/12,已入住,-1
http://gz.ziroom.com/z/vr/61804826.html,woman,01卧,金牛座,幼教,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61804826.html,man,02卧,巨蟹座,研发,2019/01-2020/01,已入住,-1
http://gz.ziroom.com/z/vr/61680641.html,woman,01卧,狮子座,...,2018/12-2019/12,已入住,-1
http://gz.ziroom.com/z/vr/61985206.html,woman,01卧,处女座,...,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61150184.html,woman,01卧,双鱼座,品牌/公关,2018/09-2019/09,已入住,-1
http://gz.ziroom.com/z/vr/61150184.html,woman,03卧,天蝎座,初中教师,2018/05-2019/05,已入住,-1
http://gz.ziroom.com/z/vr/60972607.html,woman,01卧,...,策划,2018/12-2019/12,已入住,-1
http://gz.ziroom.com/z/vr/60972607.html,man,02卧,狮子座,未知,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61439618.html,woman,01卧,狮子座,...,2019/01-2020/01,已入住,-1
http://gz.ziroom.com/z/vr/61439618.html,man,02卧,狮子座,销售,2019/01-2020/01,已入住,-1
http://gz.ziroom.com/z/vr/61603006.html,woman,01卧,狮子座,美容美发,2018/12-2019/12,已入住,-1
http://gz.ziroom.com/z/vr/61603006.html,woman,02卧,狮子座,策划,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61603006.html,man,03卧,天蝎座,银行,2019/03-2019/06,已入住,-1
http://gz.ziroom.com/z/vr/61487264.html,woman,02卧,处女座,纺织服装,2018/07-2019/07,已入住,-1
http://gz.ziroom.com/z/vr/61435446.html,woman,02卧,金牛座,产品,2018/08-2019/08,已入住,-1
http://gz.ziroom.com/z/vr/61435446.html,man,03卧,巨蟹座,开发,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61183710.html,man,03卧,处女座,未知,2019/03-2019/06,已入住,-1
http://gz.ziroom.com/z/vr/61355998.html,man,01卧,天蝎座,...,2018/07-2019/07,已入住,-1
http://gz.ziroom.com/z/vr/61461848.html,woman,02卧,狮子座,...,2018/08-2019/08,已入住,-1
http://gz.ziroom.com/z/vr/61461848.html,woman,03卧,摩羯座,设计/动画,2018/07-2019/07,已入住,-1
http://gz.ziroom.com/z/vr/61273980.html,woman,01卧,摩羯座,...,2018/05-2019/05,已入住,-1
http://gz.ziroom.com/z/vr/61267379.html,man,01卧,处女座,人力HR,2018/09-2019/09,已入住,-1
http://gz.ziroom.com/z/vr/61101602.html,woman,01卧,金牛座,...,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61056517.html,woman,02卧,天蝎座,...,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61435442.html,woman,02卧,金牛座,产品,2018/08-2019/08,已入住,-1
http://gz.ziroom.com/z/vr/61435442.html,man,03卧,巨蟹座,开发,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61690900.html,woman,01卧,天秤座,销售,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61690900.html,woman,03卧,水瓶座,政府机构,2019/01-2020/01,已入住,-1
http://gz.ziroom.com/z/vr/61071991.html,woman,03卧,摩羯座,艺术体育,2018/11-2019/11,已入住,-1
http://gz.ziroom.com/z/vr/61206791.html,man,01卧,天秤座,项目管理,2018/10-2019/10,已入住,-1
http://gz.ziroom.com/z/vr/61206791.html,woman,03卧,天秤座,...,2018/05-2019/05,已入住,-1
http://gz.ziroom.com/z/vr/61573765.html,woman,01卧,双鱼座,市场销售,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61573765.html,woman,03卧,处女座,纺织服装,2018/08-2019/08,已入住,-1
http://gz.ziroom.com/z/vr/61573765.html,man,06卧,处女座,个体/网店,2019/01-2020/01,已入住,-1
http://gz.ziroom.com/z/vr/61382770.html,woman,01卧,处女座,市场商务,2018/07-2019/07,已入住,-1
http://gz.ziroom.com/z/vr/61382770.html,man,02卧,金牛座,高管,2018/07-2019/07,已入住,-1
http://gz.ziroom.com/z/vr/61338089.html,woman,03卧,双子座,...,2018/07-2019/07,已入住,-1
http://gz.ziroom.com/z/vr/61124937.html,woman,01卧,摩羯座,纺织服装,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61124938.html,woman,01卧,摩羯座,纺织服装,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61355997.html,man,01卧,天蝎座,...,2018/07-2019/07,已入住,-1
http://gz.ziroom.com/z/vr/61467832.html,woman,01卧,天蝎座,...,2018/09-2019/09,已入住,-1
http://gz.ziroom.com/z/vr/61467832.html,man,03卧,双子座,研发,2018/10-2019/10,已入住,-1
http://gz.ziroom.com/z/vr/61086472.html,woman,01卧,射手座,纺织服装,2018/09-2019/09,已入住,-1
http://gz.ziroom.com/z/vr/61086472.html,woman,02卧,双子座,产品设计研发,2018/05-2019/05,已入住,-1
http://gz.ziroom.com/z/vr/61058252.html,woman,01卧,摩羯座,...,2019/04-2020/04,已入住,-1
http://gz.ziroom.com/z/vr/61058252.html,woman,02卧,双子座,...,2019/04-2020/04,已入住,-1
http://gz.ziroom.com/z/vr/60982961.html,woman,01卧,天蝎座,个体/网店,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/60982961.html,woman,02卧,巨蟹座,未知,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61521497.html,woman,02卧,射手座,市场营销,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61203637.html,man,01卧,处女座,...,2019/02-2019/05,已入住,-1
http://gz.ziroom.com/z/vr/61203637.html,man,03卧,金牛座,IT,2018/10-2019/10,已入住,-1
http://gz.ziroom.com/z/vr/61285916.html,man,01卧,处女座,研发,2018/06-2019/06,已入住,-1
http://gz.ziroom.com/z/vr/61285916.html,man,02卧,天蝎座,未知,2018/06-2019/06,已入住,-1
http://gz.ziroom.com/z/vr/61366267.html,man,01卧,处女座,人力HR,2018/07-2019/07,已入住,-1
http://gz.ziroom.com/z/vr/61366267.html,man,03卧,狮子座,...,2018/10-2019/10,已入住,-1
http://gz.ziroom.com/z/vr/61366265.html,man,01卧,处女座,人力HR,2018/07-2019/07,已入住,-1
http://gz.ziroom.com/z/vr/61366265.html,man,03卧,狮子座,...,2018/10-2019/10,已入住,-1
http://gz.ziroom.com/z/vr/61064412.html,man,01卧,天蝎座,...,2019/04-2020/04,已入住,-1
http://gz.ziroom.com/z/vr/61064412.html,man,03卧,天蝎座,科研/学者,2019/04-2020/04,已入住,-1
http://gz.ziroom.com/z/vr/61136870.html,woman,02卧,摩羯座,...,2018/05-2019/05,已入住,-1
http://gz.ziroom.com/z/vr/61598215.html,woman,01卧,水瓶座,...,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61598215.html,woman,02卧,天蝎座,未知,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61474801.html,woman,01卧,处女座,未知,2018/10-2019/10,已入住,-1
http://gz.ziroom.com/z/vr/61474801.html,man,03卧,双鱼座,艺术体育,2018/08-2019/08,已入住,-1
http://gz.ziroom.com/z/vr/61136868.html,woman,02卧,摩羯座,...,2018/05-2019/05,已入住,-1
http://gz.ziroom.com/z/vr/61202368.html,man,01卧,白羊座,品牌/公关,2018/05-2019/05,已入住,-1
http://gz.ziroom.com/z/vr/61202368.html,man,03卧,巨蟹座,针织服装,2019/03-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61573763.html,woman,01卧,双鱼座,市场销售,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61573763.html,woman,03卧,处女座,纺织服装,2018/08-2019/08,已入住,-1
http://gz.ziroom.com/z/vr/61573763.html,man,06卧,处女座,个体/网店,2019/01-2020/01,已入住,-1
http://gz.ziroom.com/z/vr/61045263.html,man,03卧,摩羯座,...,2019/03-2019/04,已入住,-1
http://gz.ziroom.com/z/vr/61057297.html,woman,03卧,处女座,纺织服装,2018/08-2019/08,已入住,-1
http://gz.ziroom.com/z/vr/61219520.html,woman,01卧,天秤座,经营管理,2018/09-2019/09,已入住,-1
http://gz.ziroom.com/z/vr/61219520.html,man,03卧,处女座,开发,2018/06-2019/06,已入住,-1
http://gz.ziroom.com/z/vr/61088844.html,man,01卧,巨蟹座,厨师/餐饮,2018/12-2019/12,已入住,-1
http://gz.ziroom.com/z/vr/61088844.html,woman,02卧,狮子座,...,2018/09-2019/09,已入住,-1
http://gz.ziroom.com/z/vr/61088844.html,woman,03卧,巨蟹座,咨询服务,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61521499.html,woman,02卧,射手座,市场营销,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61101601.html,woman,01卧,金牛座,...,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61045262.html,man,03卧,摩羯座,...,2019/03-2019/04,已入住,-1
http://gz.ziroom.com/z/vr/61487263.html,woman,02卧,处女座,纺织服装,2018/07-2019/07,已入住,-1
http://gz.ziroom.com/z/vr/61487261.html,woman,02卧,处女座,纺织服装,2018/07-2019/07,已入住,-1
http://gz.ziroom.com/z/vr/61625500.html,man,01卧,双子座,纺织服装,2018/08-2019/08,已入住,-1
http://gz.ziroom.com/z/vr/61625500.html,woman,02卧,天秤座,销售/经纪人,2019/03-2020/03,已入住,-1
http://gz.ziroom.com/z/vr/61108118.html,man,01卧,狮子座,产品,2019/01-2020/01,已入住,-1
http://gz.ziroom.com/z/vr/61071994.html,woman,03卧,摩羯座,艺术体育,2018/11-2019/11,已入住,-1
http://gz.ziroom.com/z/vr/61431637.html,man,01卧,双鱼座,影视/媒体/文体/写作,2018/11-2019/11,已入住,-1
http://gz.ziroom.com/z/vr/61431637.html,man,03卧,天秤座,设计/动画,2019/01-2020/01,已入住,-1
http://gz.ziroom.com/z/vr/61102445.html,man,01卧,水瓶座,...,2018/06-2019/06,已入住,-1
http://gz.ziroom.com/z/vr/61605437.html,man,01卧,...,...,2019/02-2020/02,已入住,-1
http://gz.ziroom.com/z/vr/61605437.html,woman,02卧,金牛座,未知,2018/11-2019/11,已入住,-1
http://gz.ziroom.com/z/vr/61849400.html,man,01卧,射手座,设计,2018/11-2019/11,已入住,-1
http://gz.ziroom.com/z/vr/61234611.html,man,01卧,巨蟹座,高管,2018/05-2019/05,已入住,-1
http://gz.ziroom.com/z/vr/61234611.html,woman,03卧,金牛座,销售/经纪人,2018/06-2019/06,已入住,-1
http://gz.ziroom.com/z/vr/61267378.html,man,01卧,处女座,人力HR,2018/09-2019/09,已入住,-1
http://gz.ziroom.com/z/vr/61276464.html,woman,02卧,金牛座,律师/法务,2019/02-2020/02,已入住,-1
